%;PORCENTAGEM
FILOSÓFICO;FILOSOFIA
FILÓSOFO;FILOSOFIA
FILTRAR;COAR
FINA;FINO
FINAL;FIM
FINALIZANDO;FINALIZAR
FINANCIADA;FINANCIAR
FINANCIADO;FINANCIAR
FINANCIANDO;FINANCIAR
FINANCIAR;PAGAR
FINCAR;CRAVAR
FINDAR;ACABAR
FINEZA;FINO
FINGIDO;FINGIR
FINGIMENTO;FINGIR
FINGINDO;FINGIR
FINURA;FINO
FIO;LINHA
FIRMA;EMPRESA
FIRMAMENTO;CHÃO
FISCALIZAR;PESQUISA
FISIONOMIA;FACE
FISIOTERÁPICO;FISIOTERAPIA
FITAR;VER
FITILHO;FITA
FIXA;FIXO
FLAGELAR;CHICOTE
FLAMULA;BANDEIRA
FLAVO;LOIRO
FLERTAR;PAQUERAR
FLERTE;PAQUERAR
FLORESTAL;FLORESTA
FLORICULTURA;LOJA_FLOR
FLUENTE;FLUÊNCIA
FLUIDO;ÁGUA
FLUORESCÊNCIA;CLARO
FLUORESCENTE;CLARO
FLUTUAR;BOIAR
FOCALIZADA;FOCALIZADO
FOCANDO;FOCAR
FOFINHO;FOFO
FOFOCA;FOFOCAR
FOFOQUEIRO;FOFOCAR
FOGAREU;FOGO
FOLCLÓRICO;FOLCLORE
FOLGADO;FOLGA
FOLGADO;OCIOSO
FOLGAR;FOLGA
FOLGAZÃO;CARINHO
FOLIA;FESTA
FOMENTE;FOMENTAR
FONOAUDIÓLOGO;FONOAUDIOLOGIA
FONTANELA;MOLEIRA
FORÇAR;IMPOR
FORJADA;FORJADO
FORMADA;FORMAR
FORMADO;FORMAR
FORMANDO;FORMAR
FORMANDO;FORMATURA
FORMAR;FORMATURA
FORMIGAS;FORMIGA
FORMIGUEIRO;CASA_FORMIGA
FORMOSO;BONITO
FORNALHA;FORNO
FORNECENDO;FORNECER
FORO;TRIBUNAL
FORRÓ;DANÇAR
FORTALECENDO;FORTALECER
FORTALECIDA;FORTALECIDO
FORTALEZA;CASTELO
FÓRUM;TRIBUNAL
FOSFORESCÊNCIA;CLARO
FOSFORESCENTE;CLARO
FÓSSEIS;FÓSSIL
FOSSILIZADA;FOSSILIZADO
FOTO;FOTOGRAFAR
FOTOGRAFIA;FOTOGRAFAR
FRACA;FRACO
FRAGILIZADA;FRAGILIZADO
FRAGMENTADA;QUEBRAR
FRAGMENTADO;QUEBRAR
FRAGMENTAR;QUEBRAR
FRAGMENTO;PARTE
FRAGRÂNCIA;PERFUME
FRALDAM;FRALDAR
FRANCÊS;FRANCA
FRANCESA;FRANCÊS
FRAQUEZA;FRACO
FRASEAR;FRASE
FRATURA;QUEBRAR
FRATURADO;QUEBRAR
FRATURAR;QUEBRAR
FRENÉTICO;ANSIOSO
FREQUENTEMENTE;SEMPRE
FRICCIONADA;FRICCIONAR
FRICCIONADO;FRICCIONAR
FRICCIONANDO;FRICCIONAR
FRIGIDÍSSIMO;CONGELAR
FRIGIDO;FRIO
FRIGIR;FRITAR
FRITO;FRITAR
FRITURA;FRITAR
FROUXO;AFROUXAR
FRUTAS;FRUTA
FRUTICULTURA;AGRICULTURA_FRUTA
FRUTÍFERO;FRUTA
FRUTO;FRUTA
FUGA;FUGIR
FUGIDA;FUGIDO
FUGINDO;FUGIR
FUGITIVO;FUGIR
FULGURAR;BRILHO
FULVO;LOIRO
FUMACENTO;FUMAÇA
FUMANTE;FUMAR
FUMEIRO;CHAMINÉ
FUMO;CIGARRO
FUNÇÃO;EMPREGO
FUNCIONA;FUNCIONAR
FUNCIONADA;FUNCIONADO
FUNCIONALISMO;FUNCIONARIO
FUNCIONANDO;FUNCIONAR
FUNDA;FUNDO
FUNDADA;FUNDADO
FUNDADOR;PESSOA_APARECER
FUNDAMENTADA;FUNDAMENTADO
FUNDAMENTAL;ESSENCIAL
FUNDIÁRIA;FUNDIÁRIO
FUNDILHOS;BUNDA
FUNDO;PROFUNDO
FUNDURA;PROFUNDO
FUNERAL;FUNERAL
FUNESTO;MAU
FÚRIA;RAIVA
FURIOSO;RAIVA
FURO;FURAR
FURTADA;FURTADO
FURTAR;ROUBAR
FURTO;ROUBAR
FUTURAMENTE;FUTURO
FUXICO;FOFOCAR
FUXIQUEIRO;FOFOCAR
FUZIL;ESPINGARDA
GABINETE;SECRETARIA
GAFE;ERRADO
GAFIEIRA;DANÇAR
GALETO;FRANGO
GALINÁCEO;FRANGO
GALINHA;FRANGO
GALINHA;FRANGO
GALO;FRANGO
GALOPAR;CAVALGAR
GAME;JOGO
GANGUE;QUADRILHA
GANHANDO;GANHAR
GANHO;GANHAR
GARAGE;GARAGEM
GARANHÃO;CAVALO
GARANTIDA;GARANTIDO
GARATUJA;ESCREVER
GARCONETE;GARÇOM_MULHER
GARFADA;GARFO
GARFAR;GARFO
GARGALHAR;GARGALHADA
GARGANTILHA;COLAR
GARRUCHA;ATIRAR
GASTANDO;GASTAR
GASTO;GASTAR
GAÚCHA;GAÚCHO
GAY;HOMOSSEXUAL
GAZETA;JORNAL
GELADA;GELADO
GELADO;FRIO
GÉLIDO;FRIO
GELO;FRIO
GÊMEA;GÊMEOS
GÊMEO;GÊMEOS
GÊMEOS;GÊMEA
GENERALIDADE;MAIORIA
GENÉRICA;GENÉRICO
GENEROSA;GENEROSO
GENEROSO;BOM
GÊNIA;GÊNIO
GENITOR;PAI
GENITORA;MÃE
GENTE;PESSOA
GENTIL;EDUCADO
GENUFLECTIR;AJOELHAR
GENUFLEXO;AJOELHAR
GENUÍNO;ORIGINAL
GEOGRAFICAMENTE;GEOGRAFIA
GEOGRÁFICO;GEOGRAFIA
GEÓGRAFO;GEOGRAFIA
GEOLÓGICA;GEOLÓGICO
GEOMETRIA;MATEMÁTICA
GERAÇÃO;DESCENDENTE
GERADA;GERAR
GERADO;GERAR
GERAR;CRIAR
GERENCIA;GERENCIAR
GERENCIADA;GERENCIADO
GERENCIAR;ADMINISTRAR
GERIDA;GERIDO
GERIR;ADMINISTRAR
GERMÂNICO;ALEMANHA
GESTAÇÃO;GRÁVIDA
GESTANTE;GRÁVIDA
GESTOR;GERENTE
GIBÃO;MACACO
GIBI;LIVRO_PIADA
GIGANTESCO;GIGANTE
GIGOLÉ;DIADEMA
GINASTA;JOGADOR
GIRANDO;GIRAR
GIRO;GIRAR
GIZ;FERRAMENTA
GLÓRIA;APLAUSO
GLORIAR;GABAR
GLORIOSO;FAMOSO
GLOSSÁRIO;DICIONÁRIO
GLÚTEO;BUNDA
GOELA;GARGANTA
GOIABADA;DOCE_GOIABA
GOLA;COLARINHO
GOLFAR;VOMITAR
GOLPE;GOLPEAR
GORILA;MACACO
GOSTANDO;GOSTAR
GOSTARIA;GOSTAR
GOSTOSA;GOSTOSO
GOSTOSO;DELICIOSO
GOTA;PINGAR
GOTEIRA;PINGAR
GOTEJAR;PINGAR
GOVERNAMENTAL;GOVERNADOR
GOVERNANTE;GOVERNADOR
GOVERNAR;GOVERNADOR
GOVERNO;GOVERNADOR
GOZADO;ENGRAÇADO
GOZAR;ORGASMO
GOZO;ORGASMO
GRACEJO;PIADA
GRACIOSIDADE;GRACIOSO
GRADATIVA;GRADATIVO
GRADEAR;GRADE
GRADUANDO;GRADUAR
GRADUAR;MEDIR
GRAFAR;ESCREVER
GRAFIA;ESCREVER
GRAMADO;GRAMA
GRAMAR;GRAMA
GRAMPEADOR;GRAMPEAR
GRANA;DINHEIRO
GRANDES;GRANDE
GRANDEZA;GRANDE
GRANDIOSA;GRANDIOSO
GRATIDÃO;OBRIGADA
GRATO;OBRIGADA
GRATUIDADE;GRATIS
GRATUITAMENTE;GRATIS
GRATUITO;GRATIS
GRAVADA;GRAVADO
GRAVIDA;GRÁVIDA
GRAVIDEZ;GRÁVIDA
GRAVURA;DESENHAR
GREGA;GREGO
GRÊMIO;CLUBE
GRENHA;JUBA
GREVISTA;GREVE
GRIFADO;GRIFAR
GRILHÃO;ALGEMA
GRIPADO;GRIPE
GRITO;GRITAR
GROSSA;GROSSO
GROSSEIRO;BRUTO
GROSSURA;GROSSO
GRUA;GUINCHO
GRUDE;COLA
GRUDENTO;GRUDAR
GRUPAMENTO;GRUPO
GUARDACOSTAS;SEGURANÇA
GUARDADA;GUARDADO
GUARDA-ROUPA;ARMÁRIO
GUERREAR;GUERRA
GUERREIRO;GUERRA
GUERRILHA;GUERRA
GUERRILHEIRO;GUERRA
GUIAR;ACOMPANHAR
GUINCHADO;GUINCHO
GUINDASTE;GUINCHO
GULA;GULOSO
GULOSEIMA;DOCE
GULOSEIMA;DOCE
GUSTAÇÃO;PALADAR
HABILITAR;CAPACIDADE
HABITAÇÃO;CASA
HABITADA;HABITADO
HABITAR;CASA
HÁBITO;ACOSTUMAR
HÁBITOS;HÁBITO
HABITUAR;ACOSTUMAR
HARMONIA;PAZ
HARMONIZAR;COMBINAR
HASTA;DARDO
HAVENDO;HAVER
HAVER;TER
HAVIDA;HAVIDO
HAXIXE;MACONHA
HEBRAICO;JUDEU
HEBREU;JUDEU
HEGEMÔNICA;HEGEMÔNICO
HELLO;OI
HELMINTO;VERME
HEPÁTICO;FIGADO
HERBÍVORA;HERBÍVORO
HERDANDO;HERDAR
HERDEIRA;HERDEIRO
HEREDITARIEDADE;HEREDITÁRIO
HESITAÇÃO;TITUBEAR
HESITAR;TITUBEAR
HÍBRIDA;HÍBRIDO
HIDRAVIÃO;HIDROAVIÃO
HÍDRICA;HÍDRICO
HIDROCOR;CANETA_COLORIDO
HIDROGRÁFICA;CANETA
HIDROGRÁFICA;HIDROGRÁFICO
HIDROPLANO;HIDROAVIÃO
HIERÁRQUICO;HIERARQUIA
HIGIENIZAÇÃO;LIMPO
HIGIENIZADA;HIGIENIZAR
HIGIENIZADO;HIGIENIZAR
HIGIENIZADO;LIMPO
HIGIENIZANDO;HIGIENIZAR
HIGIENIZAR;LIMPO
HILARIANTE;ENGRAÇADO
HILÁRIO;ENGRAÇADO
HÍPICA;EQUITAÇÃO
HIPISMO;EQUITAÇÃO
HIPNOSE;HIPNOTIZAR
HIPNÓTICO;HIPNOTIZAR
HIPNOTISMO;HIPNOTIZAR
HIPNOTIZADOR;HIPNOTIZAR
HIPÓCRITA;FALSO
HISTORIA;HISTORIAR
HISTORIADORA;HISTORIADOR
HISTÓRICA;HISTÓRICO
HOLERITE;CHEQUE
HOME;CASA
HOMENAGEAR;FESTA
HOMENAGEM;FESTA
HOMICÍDIO;MATAR
HOMOGÊNEA;HOMOGÊNEO
HOMOLOGADA;HOMOLOGADO
HOMOLOGANDO;HOMOLOGAR
HOMOSSEXUALIDADE;HOMOSSEXUAL
HONESTAMENTE;HONESTO
HONESTIDADE;HONESTO
HONRA;RESPEITAR
HONRADA;HONRAR
HONRADO;HONESTO
HONRADO;HONRAR
HONRANDO;HONRAR
HORÁRIO;HORA
HORAS;HORA
HORIZONTALMENTE;HORIZONTAL
HORRENDO;HORRÍVEL
HORROR;HORRÍVEL
HORROROSA;HORROROSO
HORROROSO;HORRÍVEL
HORTÊNSIA;FLOR
HORTICULTOR;JARDINEIRO
HOSPEDADA;HOSPEDADA
HOSPEDADO;HOSPEDAR
HOSPEDARIA;HOTEL
HOSPEDE;HOSPEDAR
HOSPENDANDO;HOSPEDAR
HOSPITALAR;HOSPITAL
HÓSTIA;EUCARISTIA
HOSTIL;INIMIGO
HOSTILIDADE;INIMIGO
HOTELARIA;HOTEL
HOTELEIRO;HOTEL
HOUSE;CASA
HOUVER;HAVER
HOW;AGORA
HUM;UM
HUMANA;HUMANO
HUMANITÁRIA;HUMANITÁRIO
HUMANIZADA;HUMANIZADO
HUMANIZANDO;HUMANIZAR
HUMILHAÇÃO;HUMILHAR
HUMORÍSTICO;ENGRAÇADO
IATE;BARCO
IBÉRICA;IBÉRICO
IÇAR;SUSPENDER
IDEALIZADORA;IDEALIZADOR
IDEALIZAR;IMAGINAR
IDEAR;INVENTAR
IDEM;IGUAL
IDENIZADA;IDENIZADO
IDÊNTICA;IDÊNTICO
IDÊNTICO;IGUAL
IDENTIDADE;PERFIL
IDENTIFICADA;IDENTIFICADO
IDENTIFICANDO;IDENTIFICAR
IDENTIFICO;IDENTIFICAR
IDEOLÓGICO;IDEOLÓGICA
IDO;IR
IDOLATRAR;VENERAR
IDOSO;VELHO
IGLU;CASA
IGNORADA;IGNORADO
IGNORÂNCIA;IGNORANTE
IGUALMENTE;IGUAL
ILEGÍTIMO;ILEGAL
ILETRADO;ANALFABETO
ILÍCITO;ILEGAL
ILITERADO;ANALFABETO
ILUDIDO;ENGANADO
ILUDIR;ENGANADO
ILUMINAÇÃO;CLARO
ILUMINADO;CLARO
ILUMINANDO;ILUMINAR
ILUMINAR;CLARO
ILUSTRAÇÃO;DESENHAR
ILUSTRADA;ILUSTRADO
ILUSTRADOR;DESENHISTA
IMACULADO;LIMPO
IMAGINAÇÃO;IMAGINAR
IMAGINADA;IMAGINADO
IMAGINÁRIO;IMAGINAR
IMAGINE;IMAGINAR
IMATURA;IMATURO
IMENSA;IMENSO
IMENSO;ENORME
IMERSO;IMERGIR
IMINENTE;URGENTE
IMITAÇÃO;IMITAR
IMODERADO;BRUTO
IMODESTO;ESNOBE
IMORAL;SAFADO
IMPACIENTE;IMPACIÊNCIA
IMPACTADA;IMPACTAR
IMPACTADO;IMPACTAR
IMPACTANDO;IMPACTAR
IMPACTAR;COLIDIR
IMPACTO;COLIDIR
IMPARCIAL;NEUTRO
IMPECÁVEL;PERFEITO
IMPEDIMENTO;BARREIRA
IMPERCEPTÍVEL;INVISÍVEL
IMPERFEIÇÃO;DEFEITO
IMPERFEITO;DEFEITO
IMPÉRIO;COROA
IMPERTINENTE;CHATO
IMPETUOSO;IMPULSIVO
ÍMPIA;ÍMPIO
IMPLANTADA;IMPLANTADO
IMPLANTANDO;IMPLANTAR
IMPLANTOUSSE;IMPLANTAR
IMPLEMENTADA;IMPLEMENTADO
IMPLEMENTANDO;IMPLEMENTAR
IMPLODIR;EXPLODIR
IMPLODIU;IMPLODIR
IMPLORAR;APELAR
IMPLOSÃO;EXPLODIR
IMPORTADORA;IMPORTADOR
IMPORTÂNCIA;IMPORTANTE
IMPORTANDO;IMPORTAR
IMPORTUNADOR;CHATO
IMPORTURNAR;ABORRECER
IMPRATICÁVEL;IMPOSSÍVEL
IMPREGNANDO;IMPREGNAR
IMPRESSÃO;IMPRIMIR
IMPRESSIONADA;IMPRESSIONADO
IMPRESSO;IMPRIMIR
IMPRESTÁVEL;MAU
IMPRODUTIVA;IMPRODUTIVO
IMPROVÁVEL;DIFÍCIL
IMPUREZA;SUJO
IMUNDO;SUJO
INÁBIL;IGNORANTE
INADEQUADO;IMPRÓPRIO
INALAÇÃO;RESPIRAR
INALAR;RESPIRAR
INATIVA;INATIVO
INATIVIDADE;PARADO
INAUGURAÇÃO;INAUGURAR
INAUGURADA;INAUGURADO
INAUGURANDO;INAUGURAR
INCENDIÁRIO;INCÊNDIO
INCENTIVAR;ESTIMULAR
INCERTEZA;DÚVIDA
INCESSANTE;ETERNO
INCESSANTEMENTE;SEMPRE
INCHADO;INCHAR
INCINERAR;INCENDIAR
INCINERAR;QUEIMAR
INCISÃO;CORTAR
INCITAÇÃO;PROVOCAR
INCITAR;PROVOCAR
INCLINAR;INCLINADO
INCLUÍDA;INCLUIR
INCLUÍDO;INCLUIR
INCLUÍNDO;INCLUIR
INCLUIR;INCLUSÃO
INCLUSIVA;INCLUSIVO
INCOMODATIVO;CHATO
INCONCLUSA;INCONCLUSO
INCONSTANTE;VOLÚVEL
INCONVENIENTE;CHATO
INCORPORADA;INCORPORAR
INCORPORADO;INCLUIR
INCORPORADO;INCORPORAR
INCORPORANDO;INCORPORAR
INCORPORAR;INCLUIR
INCORRETO;ERRAR
INCREMENTADA;INCREMENTADO
INCRIMINAR;CULPAR
INCULPAR;CULPAR
INCULTO;IGNORANTE
INCUMBÊNCIA;DEVER
INCÚRIA;DESLEIXADO
INDAGAÇÃO;PERGUNTAR
INDAGADO;PERGUNTAR
INDAGANDO;INDAGAR
INDAGAR;PERGUNTAR
INDEFERIR;PROIBIR
INDELICADO;ESTÚPIDO
INDENIZAR;INDENIZAÇÃO
INDEPENDENTE;INDEPENDÊNCIA
INDEPENDENTEMENTE;INDEPENDENTE
INDETERMINADO;QUALQUER
INDEVIDA;INDEVIDO
INDIANA;INDIANO
INDICADA;INDICADO
INDICANDO;INDICAR
INDICAR;MOSTRAR
INDICO;INDICAR
INDIFERENÇA;INDIFERENTE
INDÍGENA;ÍNDIO
INDÍGENAS;INDÍGENA
INDIGESTO;INDIGESTÃO
INDISCRIÇÃO;INDISCRETO
INDISCRIMINADO;QUALQUER
INDISCUTÍVEL;RESOLVER
INDISPENSÁVEL;ESSENCIAL
INDISPOSIÇÃO;DOENTE
INDIVIDUAL;SOZINHO
INDOLÊNCIA;PREGIÇOSO
INDUBITÁVEL;EVIDENTE
INDÚSTRIA;FÁBRICA
INDUZIDA;INDUZIDO
INDUZIR;CONVENCER
INEBRIADO;BÊBADO
INEBRIAR;EMBRIAGAR
INÉDITA;INÉDITO
INÉRCIA;PARADO
INERTE;PARADO
INESCRUPULOSO;DESONESTO
INESPERADA;INESPERADO
INEXATIDÃO;ERRAR
INEXATO;ERRAR
INEXECUTÁVEL;IMPOSSÍVEL
INFALÍVEL;CERTO
INFÂNCIA;CRIANÇA
INFANTIL;CRIANÇA
INFECTADA;INFECTAR
INFECTADO;INFECTAR
INFECTANDO;INFECTAR
INFELICIDADE;TRISTE
INFELIZ;TRISTE
INFERIORIDADE;INFERIOR
INFERIR;SUPOR
INFIDELIDADE;TRAIÇÃO
ÍNFIMA;ÍNFIMO
INFINITA;INFINITO
INFLAMAÇÃO;INFLAMAR
INFLUENCIA;INFLUENCIAR
INFLUÊNCIA;INFLUENCIAR
INFLUENZA;GRIPE
INFORMAÇÃO;AVISAR
INFORMADO;AVISAR
INFORMAR;AVISAR
INFORMATIVA;INFORMATIVO
INFORTUNIO;DESGRAÇA
INFRAESTRUTURADA;INFRAESTRUTURADO
INFRATORA;INFRATOR
INFRINGIR;DESOBEDECER
INFUSÃO;CHÁ
INGENUIDADE;INGÊNUO
INGERÊNCIA;INTERFERIR
INGERIR;ENGOLIR
INGLÊS;INGLATERRA
INGLESA;INGLÊS
INGRESSO;TICKET
INICIADA;INICIAR
INICIADO;INICIAR
INICIADOR;PESSOA_APARECER
INICIANDO;INICIAR
INICIAR;COMEÇAR
INICIO;INICIAR
INÍCIO;COMEÇAR
INÍCIO;COMEÇAR
INIMIZADE;INIMIGO
ININTERRUPTAMENTE;SEMPRE
ININTERRUPTO;ETERNO
INIQUIDADE;MALVADO
INJEÇÃO;INJETAR
INJETADO;INJETAR
INJETÁVEL;INJETAR
INJURIADO;INSULTAR
INJURIAR;INSULTAR
INLEGÍVEL;ILEGÍVEL
INOCÊNCIA;INOCENTE
INOCENTEMENTE;INOCENTE
INÓCUO;INOFENSIVO
INOPORTUNO;CHATO
INOVAÇÃO;NOVIDADE
INOVADORA;INOVADOR
INQUÉRITO;PESQUISAR
INQUIETAÇÃO;PREOCUPADO
INQUIETAR;AGITAR
INQUIETO;PREOCUPADO
INQUIRIR;VERIFICAR
INQUISIÇÃO;VERIFICAR
INSANIDADE;DOIDO
INSANO;DOIDO
INSCRITA;INSCRITO
INSENSATO;DOIDO
INSERÇÃO;INCLUSAO
INSERIDA;INSERIR
INSERIDO;INSERIR
INSERINDO;INSERIR
INSERIR;COLOCAR
INSÍGNIA;MEDALHA
INSIGNIFICANTE;PÍFIO
INSISTÊNCIA;INSISTIR
INSISTENTE;INSISTIR
INSONE;INSONIA
INSPECIONAR;PESQUISA
INSPIRADA;INSPIRAR
INSPIRADO;INSPIRAR
INSPIRANDO;INSPIRAR
INSPIRAR;RESPIRAR
INSTALADA;INSTALADO
INSTALANDO;INSTALAR
INSTAVEL;VOLÚVEL
INSTIGAR;MOTIVAR
INSTITUIR;APARECER
INSTITUTO;INSTITUIÇÃO
INSTRUÇÃO;AVISAR
INSTRUIDO;ENSINAR
INSTRUIR;ENSINAR
INSUFICIÊNCIA;FALTAR
INSUFICIENTE;POUCO
INSULTADO;INSULTAR
INSULTO;INSULTAR
INSUPORTÁVEL;CHATO
INTEGRADA;INTEGRAR
INTEGRADO;INTEGRAR
INTEGRANDO;INTEGRAR
INTEGRIDADE;HONESTO
ÍNTEGRO;HONESTO
INTEIRA;INTEIRO
INTELECTO;INTELIGÊNCIA
INTELECTUALIDADE;INTELIGÊNCIA
INTELECTUALIZADA;INTELECTUALIZADO
INTELIGÊNCIA;INTELIGENTE
INTENÇÃO;VONTADE
INTENSAMENTE;MUITO
INTENTAR;PRETENDER
INTERAÇÃO;RELAÇÃO
INTERAGIR;RELAÇÃO
INTERAMERICANA;INTERAMERICANO
INTERCEPTAR;CRUZAR
INTERCONECTADA;INTERCONECTADO
INTERCONECTAM;INTERCONECTAR
INTERCONECTANDO;INTERCONECTAR
INTERDITAR;PROIBIR
INTERESSADA;INTERESSADO
INTERESSANTE;INTERESSAR
INTERESSE;INTERESSAR
INTERFERÊNCIA;INTERFERIR
INTERFERINDO;INTERFERIR
INTERINO;PROVISÓRIO
INTERIORIZANDO;INTERIORIZAR
INTERIORMENTE;DENTRO
INTERLIGADA;INTERLIGAR
INTERLIGADO;INTERLIGAR
INTERLIGANDO;INTERLIGAR
INTERLOCUTORA;INTERLOCUTOR
INTERMEDIÁRIA;INTERMEDIÁRIO
INTERMEDIO;INTERMEDIAR
INTERMINÁVEL;ETERNO
INTERNA;INTERNO
INTERNACIONAIS;INTERNACIONAL
INTERNACIONALMENTE;INTERNACIONAL
INTERPRETAÇÃO;INTERPRETAR
INTÉRPRETE;INTERPRETAR
INTERROGAÇÃO;PERGUNTAR
INTERROGADO;PERGUNTAR
INTERROGAR;PERGUNTAR
INTERROGATIVO;PERGUNTAR
INTERROMPA;PARAR
INTERROMPER;PARAR
INTERROMPIDA;INTERROMPIDO
INTERROMPIDO;PARAR
INTERRUPÇÃO;PARAR
INTERVENÇÃO;INTERFERIR
INTERVIR;INTERFERIR
INTERVIREM;INTERVIR
INTESTINAL;INTESTINO
INTIMAR;IMPOR
INTIMIDAR;AMEAÇAR
INTREPIDEZ;CORAJOSO
INTRÉPIDO;CORAJOSO
INTRIGA;BRIGA
INTRIGUEIRO;BRIGA
INTRINCADO;DIFÍCIL
INTRODUÇÃO;COMECAR
INTRODUZIDA;INTRODUZIR
INTRODUZIDO;INTRODUZIR
INTRODUZINDO;INTRODUZIR
INTROMETER;INTROMISSÃO
INTROMETIDO;INTROMISSÃO
INTUIR;ADIVINHAR
INUTILIZAR;ESTRAGAR
INVADINDO;INVADIR
INVALIDADO;CANCELAR
INVALIDAR;CANCELAR
INVASORA;INVASOR
INVEJAR;INVEJA
INVENÇÃO;INVENTAR
INVENTIVO;ESPERTO
INVENTO;INVENTAR
INVENTOR;INVENTAR
INVERDADE;MENTIRA
INVERSO;OPOSTO
INVERTIDA;INVERTIDO
INVESTIDA;INVESTIR
INVESTIDO;INVESTIR
INVESTIGAÇÃO;DETETIVE
INVESTIGADA;INVESTIGADO
INVESTIGADOR;DETETIVE
INVESTIGANDO;INVESTIGAR
INVESTIGAR;PESQUISAR
INVESTINDO;INVESTIR
INVOCADA;INVOCADO
IOGUE;IOGA
IRA;RAIVA
IRADO;RAIVA
IRRACIONAL;DOIDO
IRREAL;ERRADO
IRREALIZÁVEL;IMPOSSÍVEL
IRRIGAÇÃO;REGADURA
IRRITAÇÃO;IRRITADO
IRRITANTE;IRRITADO
ISALADA;ISOLADO
ISENÇÃO;ISENTAR
ISENTA;ISENTO
ISRAELITA;JUDEU
ITALIANO;ITÁLIA
ITINERÁRIO;CAMINHO
JABOTI;TARTARUGA
JABUTI;TARTARUGA
JABUTICABA;JABOTICABA
JALECO;AVENTAL
JAMAIS;NUNCA
JANTA;JANTAR
JAPONA;CASACO
JAPONÊS;JAPÃO
JAQUETA;CASACO
JARDINAGEM;JARDIM
JARGÃO;GÍRIA
JASMIM;FLOR
JAULA;GAIOLA
JAZIGO;TÚMULO
JEEP;DIRIGIR
JEGUE;BURRO
JERICO;BURRO
JERIMUM;ABÓBORA
JOCOSO;ENGRAÇADO
JOGANADO;JOGAR
JOGAR;ARREMESSAR
JOGARMOS;JOGAR
JOGO;BRINCADEIRA
JORRO;JORRAR
JOVENS;JOVEM
JÚBILO;CONTENTE
JUBILOSO;CONTENTE
JUDÁICO;JUDEU
JUDOCA;JUDO
JUÍZO;RAZÃO
JUMENTO;BURRO
JUNTAMENTE;JUNTO
JUNTANDO;JUNTAR
JUNTAR;JUNTO
JUNTAS;JUNTO
JUNTE;JUNTAR
JURA;JURAR
JURAMENTADO;JURAR
JURAMENTO;JURAR
JURO;JURAR
JURURU;TRISTE
JUSTA;JUSTO
JUSTAMENTE;JUSTO
JUSTIFICADA;JUSTIFICADO
JUSTIFICAR;EXPLICAR
JUSTO;CERTO
JUVENIL;JOVEM
JUVENTUDE;JOVEM
KG;BALANÇA
KNOW;SABER
LABAREDA;FOGO
LÁBARO;BANDEIRA
LABOR;TRABALHAR
LABORIOSO;DIFÍCIL
LABUTA;TRABALHAR
LABUTAÇÃO;TRABALHAR
LAÇADOR;HOMEM_LAÇAR
LACRIMAL;LÁGRIMA
LACRIMEJANTE;LÁGRIMA
LACRIMEJAR;LÁGRIMA
LACTAÇÃO;AMAMENTAR
LACTAR;AMAMENTAR
LÁCTEO;LEITE
LACTOSE;LEITE
LADRA;LADRÃO
LADRAR;LATIR
LADRILHO;REVESTIMENTO
LADROAGEM;LADRÃO
LAGES;LAGE
LAGOSTIM;LAGOSTA
LAGRIMAL;LÁGRIMA
LAGRIMEJANTE;LÁGRIMA
LAIVO;MANCHA
LAMAÇAL;LAMA
LAMACEIRO;LAMA
LAMACENTO;LAMA
LAMBENDO;LAMBER
LAMBRETA;MOTO
LAMBUZADO;LAMBUZAR
LAMEIRO;LAMA
LAMENTANDO;LAMENTAR
LAMOSO;LAMA
LAMPADA;LUZ
LAMPARINA;ABAJUR
LAMÚRIA;CHORAR
LANÇADA;LANÇADO
LANÇADORA;LANÇADOR
LANÇANDO;LANÇAR
LANÇAR;ARREMESSAR
LANCHA;BARCO
LANCHAR;LANCHE
LAPTOP;NOTEBOOK
LAR;CASA
LARGADA;PARTIDA
LARGADO;DEIXAR
LARGAR;DEIXAR
LARGURA;LARGO
LARINGE;GARGANTA
LARVA;LAGARTA
LASCAS;LARGAR
LÁSTIMA;MÁGOA
LASTIMADO;MÁGOA
LATÃO;LATA
LATERAL;LADO
LATIDO;LATIR
LATINA;LATINA
LATO;LATIR
LAVABO;BANHEIRO
LAVAGEM;LAVAR
LAVATÓRIO;PIA
LAVOURA;AGRICULTURA
LAVRADOR;HOMEM_ENXADA
LAVRADORA;MULHER_ENXADA
LEBRE;COELHO
LECIONAR;ENSINAR
LEGISLADORA;LEGISLADOR
LEGÍTIMA;LEGÍTIMO
LEILOADO;LEILÃO
LEILOAR;LEILÃO
LEILOEIRO;LEILÃO
LEITÃO;PORCO
LEITO;CAMA
LEITORA;LEITOR
LEITOSO;BRANCO
LEITREIRO;PLACA
LEITURA;LER
LEMBRADA;LEMBRADO
LEMBRANÇA;LEMBRAR
LEMBRANDO;LEMBRAR
LENDA;HISTÓRIA
LENDO;LER
LENHO;MADEIRA
LENHOSO;LENHA
LENITIVO;REMÉDIO
LENTAMENTE;DEVAGAR
LENTIDÃO;DEVAGAR
LENTO;DEVAGAR
LEÕA;LEÃO
LEONINO;LEÃO
LESADO;ESTRAGAR
LESÃO;MACHUCADO
LESAR;ESTRAGAR
LÉSBIA;LÉSBICA
LESBIANISMO;LÉSBICA
LETIVA;LETIVO
LETRADO;ALFABETIZAR
LEVADA;LEVAR
LEVADO;LEVAR
